Id,Label,Group,Attribute
1,https://en.wikipedia.org/wiki/Wooden_chest_syndrome,link,0
2,https://en.wikipedia.org/wiki/Cambridge_to_Mildenhall_railway,link,0
3,https://en.wikipedia.org/wiki/Systematic_review,link,0
4,"https://en.wikipedia.org/wiki/Theatre_Royal,_Barnwell,_Cambridge",link,0
5,https://en.wikipedia.org/wiki/Snoop_(The_Wire),link,0
6,https://en.wikipedia.org/wiki/Renal_failure,link,0
7,https://en.wikipedia.org/wiki/3C-MAL,link,0
8,https://en.wikipedia.org/wiki/Chest_tube,link,0
9,https://en.wikipedia.org/wiki/Carbon_filtering,link,0
10,https://en.wikipedia.org/wiki/Prostaglandin_G2,link,0
11,https://en.wikipedia.org/wiki/Muscle_cramps,link,0
12,https://en.wikipedia.org/wiki/P600_(neuroscience),link,0
13,https://en.wikipedia.org/wiki/Pediatric_Advanced_Life_Support,link,0
14,https://en.wikipedia.org/wiki/Paul_Janssen,link,0
15,https://en.wikipedia.org/wiki/Lichfield,link,0
16,https://en.wikipedia.org/wiki/Denominazione_Comune_Italiana,link,0
17,https://en.wikipedia.org/wiki/Metabolite,link,0
18,https://en.wikipedia.org/wiki/Sleep_driving,link,0
19,https://en.wikipedia.org/wiki/Gibraltar,link,0
20,https://en.wikipedia.org/wiki/MIN-101,link,0
21,https://en.wikipedia.org/wiki/Huperzine_A,link,0
22,https://en.wikipedia.org/wiki/Fibromyalgia,link,0
23,https://en.wikipedia.org/wiki/2C-T-21,link,0
24,https://en.wikipedia.org/wiki/Ethylpropyltryptamine,link,0
25,https://en.wikipedia.org/wiki/Sublingual_administration,link,0
26,https://en.wikipedia.org/wiki/Pentamidine_isethionate,link,0
27,https://en.wikipedia.org/wiki/Gemeprost,link,0
28,https://en.wikipedia.org/wiki/Amitriptyline,link,0
29,https://en.wikipedia.org/wiki/David_Simon_(writer),link,0
30,https://en.wikipedia.org/wiki/Meptazinol,link,0
31,https://en.wikipedia.org/wiki/Psychogenic_disease,link,0
32,https://en.wikipedia.org/wiki/List_of_German_drug_laws#AMG,link,0
33,https://en.wikipedia.org/wiki/Faboideae,link,0
34,https://en.wikipedia.org/wiki/Urinary_tract,link,0
35,https://en.wikipedia.org/wiki/Carfentanil,link,0
36,https://en.wikipedia.org/wiki/Sub-Roman_Britain,link,0
